Row ID,Order ID,Order Date,Ship Date,Ship Mode,Order Priority,Customer ID,Customer Name,Customer Tenure Group,Customer Age Group,Segment,Country,City,State,Postal Code,Region,Sales Channel,Payment Method,Returned,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Delivery Days,Order Year,Order Month,Month Name,Year-Month,Quarter,Profit Margin %,Revenue Per Unit,Order Value Segment,Profit Status,Sales Capped,Profit Capped
851,CA-2024-100850,2024-07-20,2024-07-24,First Class,High,CUST-8282,Hamza Qureshi,1-2 Years,26-35,Consumer,United States,Chicago,Illinois,60601.0,Central,Retail Store,Credit Card,No,OFF-AR-2004,Office Supplies,Art,Marker Set,8.1,4,0.0,1.88,4,2024,7,Jul,2024-07,2024Q3,23.209876543209877,2.025,Very Low,Profitable,8.1,1.88
852,CA-2024-100851,2024-01-06,2024-01-11,Second Class,High,CUST-2874,Iqra Khan,3-5 Years,36-45,Consumer,United States,Portland,Oregon,97201.0,West,Online,PayPal,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,19.49,2,0.4,-0.06,5,2024,1,Jan,2024-01,2024Q1,-0.3078501795792714,9.745,Very Low,Loss-Making,19.49,-0.06
853,CA-2025-100852,2025-07-24,2025-07-25,Second Class,Medium,CUST-5763,Mariam Qureshi,1-2 Years,36-45,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Retail Store,Credit Card,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,1051.6,6,0.1,292.49,1,2025,7,Jul,2025-07,2025Q3,27.813807531380757,175.26666666666665,High,Profitable,1051.6,292.49
854,CA-2024-100853,2024-10-22,2024-10-24,Same Day,Low,CUST-9464,Zain Siddiqui,5+ Years,60+,Home Office,United States,Portland,Oregon,97201.0,West,Retail Store,Credit Card,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,94.53,2,0.05,3.4,2,2024,10,Oct,2024-10,2024Q4,3.5967417750978523,47.265,Very Low,Profitable,94.53,3.4
855,CA-2025-100854,2025-08-26,2025-08-29,Second Class,High,CUST-2051,Danish Hassan,New,46-60,Home Office,United States,Columbus,Ohio,43215.0,East,Retail Store,PayPal,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,504.0,2,0.0,63.22,3,2025,8,Aug,2025-08,2025Q3,12.543650793650793,252.0,Medium,Profitable,504.0,63.22
856,CA-2023-100855,2023-07-21,2023-07-25,Second Class,Medium,CUST-8538,Hamza Ahmed,1-2 Years,18-25,Consumer,United States,New York City,New York,10001.0,East,Online,Bank Transfer,No,TEC-MA-3004,Technology,Machines,Document Scanner,5500.0,7,0.0,1270.34,4,2023,7,Jul,2023-07,2023Q3,23.09709090909091,785.7142857142857,Premium,Profitable,5500.0,1033.2880000000005
857,CA-2023-100856,2023-11-09,2023-11-10,Standard Class,Low,CUST-8411,Fatima Rana,New,36-45,Corporate,United States,New York City,New York,10001.0,East,Retail Store,Credit Card,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,765.44,3,0.15,20.29,1,2023,11,Nov,2023-11,2023Q4,2.6507629598662206,255.14666666666668,High,Profitable,765.44,20.29
858,CA-2023-100857,2023-04-27,2023-04-29,Standard Class,Low,CUST-7320,Hamza Ahmed,New,26-35,Consumer,United States,St. Louis,Missouri,63101.0,Central,Online,Bank Transfer,No,TEC-CO-3003,Technology,Copiers,Laser Copier,1545.1,5,0.05,301.01,2,2023,4,Apr,2023-04,2023Q2,19.481586952300823,309.02,Premium,Profitable,1545.1,301.01
859,CA-2025-100858,2025-07-25,2025-07-28,Second Class,Low,CUST-3105,Hassaan Hassan,New,36-45,Home Office,United States,Columbus,Ohio,43215.0,East,Online,Credit Card,No,TEC-CO-3003,Technology,Copiers,Laser Copier,2583.2,3,0.3,201.12,3,2025,7,Jul,2025-07,2025Q3,7.785692164756891,861.0666666666666,Premium,Profitable,2583.2,201.12
860,CA-2024-100859,2024-07-28,2024-08-06,Same Day,Medium,CUST-1307,Abdullah Qureshi,New,36-45,Home Office,United States,Charlotte,North Carolina,28201.0,South,Retail Store,Cash on Delivery,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,8.4,2,0.15,0.24,9,2024,7,Jul,2024-07,2024Q3,2.857142857142857,4.2,Very Low,Profitable,8.4,0.24
861,CA-2023-100860,2023-09-01,2023-09-04,Second Class,High,CUST-8737,Zain Siddiqui,1-2 Years,36-45,Home Office,United States,Detroit,Michigan,48201.0,Central,Online,Bank Transfer,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,35.52,5,0.2,2.19,3,2023,9,Sep,2023-09,2023Q3,6.16554054054054,7.104000000000001,Very Low,Profitable,35.52,2.19
862,CA-2024-100861,2024-06-20,2024-06-24,First Class,High,CUST-4359,Ayesha Rauf,1-2 Years,46-60,Corporate,United States,San Francisco,California,94102.0,West,Online,Credit Card,No,TEC-CO-3003,Technology,Copiers,Laser Copier,1336.35,1,0.0,357.97,4,2024,6,Jun,2024-06,2024Q2,26.787144086504288,1336.35,High,Profitable,1336.35,357.97
863,CA-2023-100862,2023-03-16,2023-03-18,Standard Class,Medium,CUST-4176,Fatima Malik,New,36-45,Corporate,United States,Phoenix,Arizona,85001.0,West,Online,Bank Transfer,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,98.7,3,0.0,16.39,2,2023,3,Mar,2023-03,2023Q1,16.605876393110435,32.9,Very Low,Profitable,98.7,16.39
864,CA-2024-100863,2024-01-21,2024-01-26,Standard Class,Medium,CUST-2251,Danish Rauf,New,46-60,Home Office,United States,Portland,Oregon,97201.0,West,Online,PayPal,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,43.91,2,0.1,2.14,5,2024,1,Jan,2024-01,2024Q1,4.873605101343658,21.955,Very Low,Profitable,43.91,2.14
865,CA-2024-100864,2024-04-19,2024-04-22,First Class,Medium,CUST-6366,Omar Sheikh,5+ Years,26-35,Home Office,United States,Richmond,Virginia,23219.0,South,Online,Bank Transfer,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,287.93,5,0.05,36.71,3,2024,4,Apr,2024-04,2024Q2,12.749626645365192,57.586,Low,Profitable,287.93,36.71
866,CA-2024-100865,2024-02-22,2024-02-24,Second Class,Medium,CUST-2517,Abdullah Hassan,New,26-35,Home Office,United States,Phoenix,Arizona,85001.0,West,Online,PayPal,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,2475.78,9,0.0,762.96,2,2024,2,Feb,2024-02,2024Q1,30.816954656714245,275.0866666666667,Premium,Profitable,2475.78,762.96
867,CA-2023-100866,2023-12-13,2023-12-17,Standard Class,Medium,CUST-7226,Hamza Hassan,1-2 Years,36-45,Home Office,United States,St. Louis,Missouri,63101.0,Central,Retail Store,Credit Card,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,679.92,11,0.3,-22.73,4,2023,12,Dec,2023-12,2023Q4,-3.34304035768914,61.810909090909085,Medium,Loss-Making,679.92,-22.73
868,CA-2024-100867,2024-10-01,2024-10-02,Standard Class,Medium,CUST-6305,Ahmed Ahmed,New,60+,Consumer,United States,Atlanta,Georgia,30301.0,South,Online,PayPal,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,625.77,3,0.1,60.1,1,2024,10,Oct,2024-10,2024Q4,9.604167665436183,208.59,Medium,Profitable,625.77,60.1
869,CA-2025-100868,2025-07-27,2025-07-28,First Class,High,CUST-6869,Hamza Attari,New,26-35,Corporate,United States,Boston,Massachusetts,2108.0,East,Partner Reseller,PayPal,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,165.39,2,0.0,23.74,1,2025,7,Jul,2025-07,2025Q3,14.353951266702945,82.695,Low,Profitable,165.39,23.74
870,CA-2025-100869,2025-08-12,2025-08-14,Second Class,Medium,CUST-9039,Noor Attari,3-5 Years,18-25,Consumer,United States,Chicago,Illinois,60601.0,Central,Online,PayPal,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,182.99,3,0.0,23.7,2,2025,8,Aug,2025-08,2025Q3,12.951527405869173,60.99666666666667,Low,Profitable,182.99,23.7
871,CA-2025-100870,2025-05-25,2025-05-26,Same Day,High,CUST-5891,Faraha Iqbal,1-2 Years,26-35,Home Office,United States,Richmond,Virginia,23219.0,South,Online,Credit Card,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,2222.11,7,0.0,28.98,1,2025,5,May,2025-05,2025Q2,1.304165860375949,317.44428571428574,Premium,Profitable,2222.11,28.98
872,CA-2025-100871,2025-02-01,2025-02-03,Standard Class,Medium,CUST-5992,Abdullah Rauf,1-2 Years,36-45,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Online,PayPal,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,1112.47,2,0.4,-100.07,2,2025,2,Feb,2025-02,2025Q1,-8.995298749629203,556.235,High,Loss-Making,1112.47,-100.07
873,CA-2024-100872,2024-10-25,2024-10-28,Standard Class,Medium,CUST-2961,Ali Chaudhry,New,46-60,Corporate,United States,Seattle,Washington,98101.0,West,Online,Bank Transfer,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,430.52,9,0.0,89.09,3,2024,10,Oct,2024-10,2024Q4,20.693579856917218,47.83555555555555,Medium,Profitable,430.52,89.09
874,CA-2023-100873,2023-01-25,2023-01-31,Same Day,Low,CUST-3863,Hassaan Hassan,3-5 Years,36-45,Corporate,United States,Minneapolis,Minnesota,55401.0,Central,Corporate Portal,PayPal,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,107.9,3,0.05,8.15,6,2023,1,Jan,2023-01,2023Q1,7.553290083410566,35.96666666666667,Low,Profitable,107.9,8.15
875,CA-2024-100874,2024-12-10,2024-12-14,Second Class,High,CUST-7603,Noor Azeem,3-5 Years,60+,Home Office,United States,Seattle,Washington,98101.0,West,Retail Store,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,5500.0,11,0.15,-42.49,4,2024,12,Dec,2024-12,2024Q4,-0.7725454545454545,500.0,Premium,Loss-Making,5500.0,-42.49
876,CA-2023-100875,2023-06-26,2023-06-30,Same Day,High,CUST-5567,Bilal Rauf,New,46-60,Home Office,United States,Newark,New Jersey,7102.0,East,Online,Credit Card,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,290.59,7,0.0,7.27,4,2023,6,Jun,2023-06,2023Q2,2.5018066691902683,41.512857142857136,Low,Profitable,290.59,7.27
877,CA-2023-100876,2023-10-12,2023-10-15,Second Class,Medium,CUST-7513,Zain Siddiqui,New,26-35,Home Office,United States,New York City,New York,10001.0,East,Corporate Portal,Credit Card,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,1741.17,7,0.0,223.23,3,2023,10,Oct,2023-10,2023Q4,12.820689536346249,248.73857142857145,Premium,Profitable,1741.17,223.23
878,CA-2023-100877,2023-03-04,2023-03-12,Same Day,Low,CUST-5005,Ahmed Siddiqui,New,36-45,Consumer,United States,Richmond,Virginia,23219.0,South,Online,Bank Transfer,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,48.53,2,0.0,5.72,8,2023,3,Mar,2023-03,2023Q1,11.786523799711517,24.265,Very Low,Profitable,48.53,5.72
879,CA-2025-100878,2025-09-29,2025-10-02,Second Class,Low,CUST-1183,Hassaan Attari,3-5 Years,36-45,Consumer,United States,Newark,New Jersey,7102.0,East,Partner Reseller,Bank Transfer,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,40.29,1,0.05,9.44,3,2025,9,Sep,2025-09,2025Q3,23.430131546289402,40.29,Very Low,Profitable,40.29,9.44
880,CA-2024-100879,2024-10-23,2024-10-24,Standard Class,Medium,CUST-8755,Fatima Iqbal,New,60+,Corporate,United States,Boston,Massachusetts,2108.0,East,Corporate Portal,Bank Transfer,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,965.52,3,0.0,-83.98,1,2024,10,Oct,2024-10,2024Q4,-8.697903720275086,321.84,High,Loss-Making,965.52,-83.98
881,CA-2024-100880,2024-10-27,2024-11-01,Same Day,Medium,CUST-4358,Ayesha Siddiqui,1-2 Years,18-25,Consumer,United States,San Francisco,California,94102.0,West,Retail Store,Bank Transfer,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,507.54,2,0.0,94.93,5,2024,10,Oct,2024-10,2024Q4,18.70394451668834,253.77,Medium,Profitable,507.54,94.93
882,CA-2023-100881,2023-06-05,2023-06-07,Same Day,Medium,CUST-7615,Noor Khan,New,26-35,Home Office,United States,Atlanta,Georgia,30301.0,South,Online,PayPal,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,9.97,1,0.2,0.18,2,2023,6,Jun,2023-06,2023Q2,1.8054162487462384,9.97,Very Low,Profitable,9.97,0.18
883,CA-2025-100882,2025-12-08,2025-12-11,Second Class,Critical,CUST-7797,Zain Siddiqui,New,26-35,Home Office,United States,New York City,New York,10001.0,East,Online,Credit Card,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,825.76,4,0.0,33.8,3,2025,12,Dec,2025-12,2025Q4,4.093198992443325,206.44,High,Profitable,825.76,33.8
884,CA-2025-100883,2025-08-24,2025-08-28,First Class,High,CUST-9728,Mariam Qureshi,New,36-45,Consumer,United States,Chicago,Illinois,60601.0,Central,Online,Credit Card,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,244.72,3,0.2,-4.43,4,2025,8,Aug,2025-08,2025Q3,-1.8102321019941157,81.57333333333334,Low,Loss-Making,244.72,-4.43
885,CA-2025-100884,2025-04-28,2025-05-05,Second Class,Medium,CUST-8678,Hassaan Chaudhry,1-2 Years,18-25,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Online,PayPal,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,116.01,5,0.2,9.65,7,2025,4,Apr,2025-04,2025Q2,8.318248426859753,23.202,Low,Profitable,116.01,9.65
886,CA-2024-100885,2024-11-19,2024-11-23,First Class,Low,CUST-6698,Hassaan Hassan,New,36-45,Corporate,United States,Charlotte,North Carolina,28201.0,South,Online,Bank Transfer,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,137.33,5,0.1,-7.98,4,2024,11,Nov,2024-11,2024Q4,-5.810820650986674,27.466,Low,Loss-Making,137.33,-7.98
887,CA-2023-100886,2023-05-28,2023-06-02,First Class,Low,CUST-2273,Ayesha Ahmed,1-2 Years,46-60,Consumer,United States,Minneapolis,Minnesota,55401.0,Central,Partner Reseller,Bank Transfer,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,83.22,1,0.05,10.36,5,2023,5,May,2023-05,2023Q2,12.448930545541936,83.22,Very Low,Profitable,83.22,10.36
888,CA-2023-100887,2023-12-08,2023-12-18,Standard Class,High,CUST-7653,Hina Butt,3-5 Years,26-35,Corporate,United States,Atlanta,Georgia,30301.0,South,Online,Bank Transfer,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,411.47,10,0.0,3.67,10,2023,12,Dec,2023-12,2023Q4,0.8919240770894596,41.147000000000006,Medium,Profitable,411.47,3.67
889,CA-2024-100888,2024-04-20,2024-04-22,Standard Class,High,CUST-2096,Noor Khan,1-2 Years,36-45,Home Office,United States,Boston,Massachusetts,2108.0,East,Retail Store,Bank Transfer,Yes,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,59.06,2,0.2,-14.32,2,2024,4,Apr,2024-04,2024Q2,-24.246528953606504,29.53,Very Low,Loss-Making,59.06,-14.32
890,CA-2024-100889,2024-07-14,2024-07-17,Standard Class,High,CUST-9002,Noor Khan,3-5 Years,46-60,Home Office,United States,Portland,Oregon,97201.0,West,Retail Store,Credit Card,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,51.94,3,0.15,-1.47,3,2024,7,Jul,2024-07,2024Q3,-2.8301886792452833,17.313333333333333,Very Low,Loss-Making,51.94,-1.47
891,CA-2023-100890,2023-11-23,2023-11-26,First Class,Medium,CUST-5247,Danish Malik,3-5 Years,36-45,Corporate,United States,New York City,New York,10001.0,East,Corporate Portal,Bank Transfer,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,101.56,3,0.15,-4.09,3,2023,11,Nov,2023-11,2023Q4,-4.027176053564395,33.85333333333333,Low,Loss-Making,101.56,-4.09
892,CA-2025-100891,2025-09-16,2025-09-19,Standard Class,Low,CUST-6314,Abdullah Qureshi,3-5 Years,26-35,Home Office,United States,Los Angeles,California,90001.0,West,Online,Cash on Delivery,Yes,TEC-CO-3003,Technology,Copiers,Laser Copier,1264.66,7,0.0,107.96,3,2025,9,Sep,2025-09,2025Q3,8.53668179589771,180.6657142857143,High,Profitable,1264.66,107.96
893,CA-2023-100892,2023-08-03,2023-08-06,First Class,Critical,CUST-4354,Fatima Rana,5+ Years,26-35,Consumer,United States,Nashville,Tennessee,37201.0,South,Online,Bank Transfer,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,607.46,1,0.3,45.14,3,2023,8,Aug,2023-08,2023Q3,7.430941955025845,607.46,Medium,Profitable,607.46,45.14
894,CA-2024-100893,2024-03-10,2024-03-18,Second Class,Critical,CUST-1270,Omar Nawaz,New,36-45,Corporate,United States,Minneapolis,Minnesota,55401.0,Central,Corporate Portal,Credit Card,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,592.64,3,0.0,83.56,8,2024,3,Mar,2024-03,2024Q1,14.099622030237583,197.54666666666665,Medium,Profitable,592.64,83.56
895,CA-2025-100894,2025-08-09,2025-08-14,Standard Class,Medium,CUST-2186,Iqra Butt,New,26-35,Home Office,United States,New York City,New York,10001.0,East,Corporate Portal,PayPal,No,TEC-CO-3003,Technology,Copiers,Laser Copier,5500.0,5,0.05,909.01,5,2025,8,Aug,2025-08,2025Q3,16.527454545454546,1100.0,Premium,Profitable,5500.0,909.01
896,CA-2024-100895,2024-12-23,2024-12-28,First Class,Low,CUST-7305,Faraha Butt,3-5 Years,36-45,Corporate,United States,Boston,Massachusetts,2108.0,East,Corporate Portal,Credit Card,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,26.4,2,0.05,3.91,5,2024,12,Dec,2024-12,2024Q4,14.810606060606062,13.2,Very Low,Profitable,26.4,3.91
897,CA-2023-100896,2023-02-01,2023-02-04,Same Day,Medium,CUST-3398,Sara Attari,3-5 Years,60+,Corporate,United States,Charlotte,North Carolina,28201.0,South,Retail Store,Credit Card,No,OFF-AR-2004,Office Supplies,Art,Marker Set,60.45,5,0.0,6.27,3,2023,2,Feb,2023-02,2023Q1,10.372208436724565,12.09,Very Low,Profitable,60.45,6.27
898,CA-2024-100897,2024-10-31,2024-11-06,Second Class,High,CUST-7995,Hina Khan,1-2 Years,36-45,Corporate,United States,Nashville,Tennessee,37201.0,South,Online,PayPal,No,OFF-AR-2004,Office Supplies,Art,Marker Set,255.38,9,0.1,31.68,6,2024,10,Oct,2024-10,2024Q4,12.405043464640928,28.375555555555554,Low,Profitable,255.38,31.68
899,CA-2023-100898,2023-10-12,2023-10-21,Second Class,Medium,CUST-8299,Omar Nawaz,New,26-35,Corporate,United States,Portland,Oregon,97201.0,West,Online,Credit Card,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,3721.78,11,0.2,-16.1,9,2023,10,Oct,2023-10,2023Q4,-0.43258870755391243,338.3436363636364,Premium,Loss-Making,3721.78,-16.1
900,CA-2024-100899,2024-03-04,2024-03-10,Same Day,High,CUST-5182,Noor Khan,1-2 Years,26-35,Home Office,United States,Los Angeles,California,90001.0,West,Online,Cash on Delivery,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,114.13,1,0.2,-2.77,6,2024,3,Mar,2024-03,2024Q1,-2.427056864978533,114.13,Low,Loss-Making,114.13,-2.77
901,CA-2023-100900,2023-10-13,2023-10-14,Second Class,Low,CUST-3230,Faraha Khan,5+ Years,60+,Corporate,United States,Columbus,Ohio,43215.0,East,Retail Store,Bank Transfer,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,958.49,2,0.25,-27.4,1,2023,10,Oct,2023-10,2023Q4,-2.8586631055097076,479.245,High,Loss-Making,958.49,-27.4
902,CA-2025-100901,2025-11-08,2025-11-13,First Class,Low,CUST-7511,Abdullah Qureshi,1-2 Years,46-60,Home Office,United States,Newark,New Jersey,7102.0,East,Retail Store,PayPal,No,TEC-MA-3004,Technology,Machines,Document Scanner,1143.64,2,0.1,182.89,5,2025,11,Nov,2025-11,2025Q4,15.991920534433909,571.82,High,Profitable,1143.64,182.89
903,CA-2023-100902,2023-01-18,2023-01-19,First Class,Low,CUST-1128,Mariam Siddiqui,5+ Years,26-35,Home Office,United States,Los Angeles,California,90001.0,West,Retail Store,Bank Transfer,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,459.79,3,0.15,43.07,1,2023,1,Jan,2023-01,2023Q1,9.367319863415908,153.26333333333335,Medium,Profitable,459.79,43.07
904,CA-2025-100903,2025-02-07,2025-02-09,Second Class,High,CUST-4672,Noor Butt,1-2 Years,26-35,Home Office,United States,Detroit,Michigan,48201.0,Central,Partner Reseller,Credit Card,No,TEC-CO-3003,Technology,Copiers,Laser Copier,725.31,2,0.0,92.65,2,2025,2,Feb,2025-02,2025Q1,12.77384842343274,362.655,High,Profitable,725.31,92.65
905,CA-2024-100904,2024-08-12,2024-08-13,First Class,Medium,CUST-5765,Mariam Qureshi,New,36-45,Consumer,United States,Chicago,Illinois,60601.0,Central,Retail Store,Bank Transfer,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,122.76,2,0.1,-1.16,1,2024,8,Aug,2024-08,2024Q3,-0.944933202997719,61.38,Low,Loss-Making,122.76,-1.16
906,CA-2025-100905,2025-10-06,2025-10-11,Second Class,High,CUST-4970,Hassaan Chaudhry,1-2 Years,26-35,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Online,Cash on Delivery,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,3386.31,9,0.0,184.34,5,2025,10,Oct,2025-10,2025Q4,5.44368353753791,376.25666666666666,Premium,Profitable,3386.31,184.34
907,CA-2023-100906,2023-07-13,2023-07-18,Second Class,Low,CUST-8545,Hassaan Attari,1-2 Years,18-25,Consumer,United States,Newark,New Jersey,7102.0,East,Online,PayPal,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,277.85,8,0.05,63.84,5,2023,7,Jul,2023-07,2023Q3,22.976426129206406,34.73125,Low,Profitable,277.85,63.84
908,CA-2024-100907,2024-05-16,2024-05-18,Standard Class,Critical,CUST-6552,Mariam Siddiqui,3-5 Years,26-35,Home Office,United States,Phoenix,Arizona,85001.0,West,Corporate Portal,Bank Transfer,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,291.67,1,0.05,45.49,2,2024,5,May,2024-05,2024Q2,15.596393184077897,291.67,Low,Profitable,291.67,45.49
909,CA-2025-100908,2025-09-14,2025-09-17,Second Class,High,CUST-1627,Hassaan Attari,1-2 Years,26-35,Consumer,United States,Newark,New Jersey,7102.0,East,Online,Cash on Delivery,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,92.09,2,0.05,5.76,3,2025,9,Sep,2025-09,2025Q3,6.254750787273319,46.045,Very Low,Profitable,92.09,5.76
910,CA-2023-100909,2023-04-24,2023-04-28,Standard Class,Medium,CUST-7589,Hina Butt,1-2 Years,26-35,Corporate,United States,Atlanta,Georgia,30301.0,South,Online,Credit Card,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,83.43,3,0.1,10.38,4,2023,4,Apr,2023-04,2023Q2,12.441567781373607,27.810000000000002,Very Low,Profitable,83.43,10.38
911,CA-2025-100910,2025-08-04,2025-08-07,Standard Class,High,CUST-3044,Faraha Iqbal,New,26-35,Home Office,United States,San Francisco,California,94102.0,West,Online,Credit Card,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,30.51,2,0.25,2.26,3,2025,8,Aug,2025-08,2025Q3,7.4074074074074066,15.255,Very Low,Profitable,30.51,2.26
912,CA-2025-100911,2025-04-10,2025-04-12,Same Day,Medium,CUST-3341,Abdullah Siddiqui,New,18-25,Consumer,United States,Phoenix,Arizona,85001.0,West,Online,Credit Card,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,36.5,5,0.05,8.33,2,2025,4,Apr,2025-04,2025Q2,22.821917808219176,7.3,Very Low,Profitable,36.5,8.33
913,CA-2025-100912,2025-07-13,2025-07-16,Same Day,Medium,CUST-6884,Rehan Nawaz,1-2 Years,36-45,Corporate,United States,Miami,Florida,33101.0,South,Online,PayPal,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,1764.47,5,0.4,-374.15,3,2025,7,Jul,2025-07,2025Q3,-21.204667690581307,352.894,Premium,Loss-Making,1764.47,-303.0388
914,CA-2023-100913,2023-02-24,2023-03-02,First Class,Medium,CUST-9185,Hassaan Chaudhry,5+ Years,36-45,Consumer,United States,New York City,New York,10001.0,East,Partner Reseller,PayPal,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,30.66,7,0.2,-1.21,6,2023,2,Feb,2023-02,2023Q1,-3.9465101108936724,4.38,Very Low,Loss-Making,30.66,-1.21
915,CA-2025-100914,2025-03-10,2025-03-11,Same Day,High,CUST-1249,Hassaan Rana,1-2 Years,26-35,Corporate,United States,Boston,Massachusetts,2108.0,East,Partner Reseller,Bank Transfer,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,176.76,6,0.1,-21.7,1,2025,3,Mar,2025-03,2025Q1,-12.2765331522969,29.459999999999997,Low,Loss-Making,176.76,-21.7
916,CA-2025-100915,2025-02-16,2025-02-17,First Class,High,CUST-3925,Iqra Hassan,5+ Years,60+,Home Office,United States,Richmond,Virginia,23219.0,South,Partner Reseller,Cash on Delivery,No,TEC-CO-3003,Technology,Copiers,Laser Copier,3622.16,4,0.15,263.43,1,2025,2,Feb,2025-02,2025Q1,7.272732292333857,905.54,Premium,Profitable,3622.16,263.43
917,CA-2023-100916,2023-06-11,2023-06-14,First Class,Medium,CUST-6043,Omar Sheikh,1-2 Years,26-35,Home Office,United States,Richmond,Virginia,23219.0,South,Online,PayPal,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,252.0,5,0.0,54.26,3,2023,6,Jun,2023-06,2023Q2,21.531746031746028,50.4,Low,Profitable,252.0,54.26
918,CA-2023-100917,2023-03-28,2023-04-05,Same Day,High,CUST-1974,Rehan Nawaz,New,18-25,Corporate,United States,San Francisco,California,94102.0,West,Partner Reseller,Credit Card,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,25.8,2,0.25,-0.51,8,2023,3,Mar,2023-03,2023Q1,-1.9767441860465116,12.9,Very Low,Loss-Making,25.8,-0.51
919,CA-2023-100918,2023-02-24,2023-03-01,Second Class,Medium,CUST-8192,Hassaan Hassan,New,26-35,Home Office,United States,Houston,Texas,77001.0,Central,Partner Reseller,Credit Card,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,41.42,4,0.1,-0.69,5,2023,2,Feb,2023-02,2023Q1,-1.6658619024625783,10.355,Very Low,Loss-Making,41.42,-0.69
920,CA-2025-100919,2025-10-28,2025-11-02,Same Day,High,CUST-3672,Danish Rauf,New,36-45,Home Office,United States,Nashville,Tennessee,37201.0,South,Partner Reseller,Cash on Delivery,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,759.4,3,0.4,-53.06,5,2025,10,Oct,2025-10,2025Q4,-6.9870950750592575,253.13333333333333,High,Loss-Making,759.4,-53.06
