Row ID,Order ID,Order Date,Ship Date,Ship Mode,Order Priority,Customer ID,Customer Name,Customer Tenure Group,Customer Age Group,Segment,Country,City,State,Postal Code,Region,Sales Channel,Payment Method,Returned,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
650,CA-2024-100649,2024-12-26,2024-12-28,First Class,High,CUST-7953,Abdullah Qureshi,1-2 Years,26-35,Home Office,United States,Philadelphia,Pennsylvania,19104.0,East,Online,PayPal,No,OFF-AR-2004,Office Supplies,Art,Marker Set,28.69,6,0.1,3.35
651,CA-2024-100650,2024-06-09,2024-06-13,First Class,Medium,CUST-7034,Noor Attari,1-2 Years,36-45,Consumer,United States,St. Louis,Missouri,63101.0,Central,Corporate Portal,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,1410.47,4,0.2,153.53
652,CA-2024-100651,2024-04-18,2024-04-28,Second Class,Critical,CUST-5589,Mariam Qureshi,1-2 Years,26-35,Consumer,United States,,Missouri,63101.0,Central,Corporate Portal,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,937.77,2,0.25,-52.56
653,CA-2023-100652,2023-01-28,2023-02-03,First Class,High,CUST-2546,Bilal Hassan,1-2 Years,46-60,Consumer,United States,Newark,New Jersey,7102.0,East,Corporate Portal,Credit Card,No,OFF-AR-2004,Office Supplies,Art,Marker Set,32.47,4,0.05,3.72
654,CA-2023-100653,2023-03-19,2023-03-20,Standard Class,Medium,CUST-7065,Abdullah Qureshi,1-2 Years,26-35,Home Office,United States,Chicago,Illinois,60601.0,Central,Online,PayPal,No,OFF-AR-2004,Office Supplies,Art,Marker Set,5.0,1,0.25,0.24
655,CA-2023-100654,2023-12-31,2024-01-01,First Class,Low,CUST-2094,Hassaan Iqbal,3-5 Years,18-25,Corporate,United States,Portland,Oregon,97201.0,West,Partner Reseller,PayPal,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,2249.81,6,0.1,215.1
656,CA-2024-100655,2024-10-27,2024-10-31,Same Day,Critical,CUST-3411,Bilal Rauf,New,36-45,Home Office,United States,Newark,New Jersey,7102.0,East,Online,Bank Transfer,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,109.35,3,0.1,-4.7
657,CA-2024-100656,2024-06-09,2024-06-17,First Class,Medium,CUST-3617,Ammar Chaudhry,3-5 Years,36-45,Home Office,United States,Boston,Massachusetts,2108.0,East,Online,Credit Card,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,767.55,1,0.4,-37.32
658,CA-2024-100657,2024-11-29,2024-12-03,Same Day,Low,CUST-9954,Omar Sheikh,3-5 Years,36-45,Home Office,United States,Phoenix,Arizona,85001.0,West,Online,Bank Transfer,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,163.44,1,0.25,0.65
659,CA-2025-100658,2025-06-01,2025-06-05,Second Class,High,CUST-5145,Danish Siddiqui,3-5 Years,36-45,Consumer,United States,St. Louis,Missouri,63101.0,Central,Online,Credit Card,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,408.41,3,0.05,31.51
660,CA-2025-100659,2025-10-27,2025-10-29,Standard Class,High,CUST-3775,Danish Malik,3-5 Years,36-45,Corporate,United States,Newark,New Jersey,7102.0,East,Online,Bank Transfer,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,335.74,4,0.0,27.1
661,CA-2025-100660,2025-10-23,2025-10-28,Second Class,Medium,CUST-7628,Fatima Khan,1-2 Years,36-45,Consumer,United States,Detroit,Michigan,48201.0,Central,Online,Credit Card,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,210.63,3,0.15,4.57
662,CA-2025-100661,2025-07-07,2025-07-13,First Class,Medium,CUST-4155,Omar Nawaz,3-5 Years,18-25,Corporate,United States,Richmond,Virginia,23219.0,South,Online,Cash on Delivery,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,26.45,5,0.15,6.58
663,CA-2025-100662,2025-01-19,2025-01-22,Standard Class,Medium,CUST-4970,Abdullah Siddiqui,1-2 Years,26-35,Consumer,United States,Portland,Oregon,97201.0,West,Retail Store,Bank Transfer,No,TEC-CO-3003,Technology,Copiers,Laser Copier,1951.5,3,0.15,201.27
664,CA-2023-100663,2023-12-29,2024-01-04,Second Class,High,CUST-8972,Ammar Rauf,5+ Years,26-35,Consumer,United States,New York City,New York,10001.0,East,Online,Bank Transfer,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,439.22,5,0.3,-2.29
665,CA-2025-100664,2025-03-16,2025-03-25,Same Day,High,CUST-9775,Ammar Qureshi,New,18-25,Corporate,United States,Newark,New Jersey,7102.0,East,Retail Store,PayPal,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,528.84,2,0.25,-10.92
666,CA-2025-100665,2025-01-08,2025-01-10,First Class,Critical,CUST-6415,Hassaan Chaudhry,5+ Years,26-35,Consumer,United States,Columbus,Ohio,43215.0,East,Partner Reseller,Bank Transfer,No,TEC-CO-3003,Technology,Copiers,Laser Copier,957.04,1,0.1,127.79
667,CA-2025-100666,2025-11-04,2025-11-08,First Class,Medium,CUST-5331,Ammar Chaudhry,New,26-35,Home Office,United States,Boston,Massachusetts,2108.0,East,Online,Credit Card,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,3283.99,4,0.0,178.25
668,CA-2024-100667,2024-04-29,2024-05-02,Standard Class,High,CUST-2942,Ayesha Rauf,New,60+,Corporate,United States,Miami,Florida,33101.0,South,Retail Store,Bank Transfer,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,254.56,3,0.1,47.84
669,CA-2023-100668,2023-01-28,2023-02-03,Standard Class,Critical,CUST-7026,Abdullah Hassan,1-2 Years,26-35,Consumer,United States,Miami,Florida,33101.0,South,Partner Reseller,Cash on Delivery,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,214.76,1,0.15,7.86
670,CA-2024-100669,2024-12-14,2024-12-18,First Class,Low,CUST-9301,Rehan Azeem,3-5 Years,26-35,Consumer,United States,Atlanta,Georgia,30301.0,South,Online,Credit Card,Yes,TEC-CO-3003,Technology,Copiers,Laser Copier,1757.85,3,0.15,-87.9
671,CA-2025-100670,2025-11-28,2025-12-03,Standard Class,Low,CUST-1191,Mariam Qureshi,New,46-60,Consumer,United States,Newark,New Jersey,7102.0,East,Online,Bank Transfer,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,47.08,1,0.1,0.14
672,CA-2023-100671,2023-03-27,2023-04-02,Standard Class,High,CUST-1861,Abdullah Siddiqui,1-2 Years,26-35,Consumer,United States,Portland,Oregon,97201.0,West,Corporate Portal,Cash on Delivery,No,TEC-CO-3003,Technology,Copiers,Laser Copier,2395.78,4,0.1,250.88
673,CA-2023-100672,2023-05-06,2023-05-09,Same Day,Medium,CUST-7711,Mariam Qureshi,3-5 Years,26-35,Consumer,United States,Newark,New Jersey,7102.0,East,Partner Reseller,PayPal,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,134.84,3,0.0,44.35
674,CA-2025-100673,2025-03-22,2025-03-30,Same Day,Low,CUST-1649,Omar Sheikh,New,26-35,Home Office,United States,Seattle,Washington,98101.0,West,Retail Store,Bank Transfer,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,2015.64,5,0.0,206.63
675,CA-2024-100674,2024-06-20,2024-06-24,Second Class,Low,CUST-5134,Sara Rauf,1-2 Years,26-35,Home Office,United States,San Francisco,California,94102.0,West,Online,PayPal,No,OFF-AR-2004,Office Supplies,Art,Marker Set,14.87,7,0.1,1.63
676,CA-2023-100675,2023-05-25,2023-05-27,Standard Class,Medium,CUST-8587,Hassaan Attari,1-2 Years,26-35,Consumer,United States,St. Louis,Missouri,63101.0,Central,Corporate Portal,Cash on Delivery,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,976.8,2,0.0,4.73
677,CA-2023-100676,2023-01-25,2023-01-30,First Class,Medium,CUST-9828,Hassaan Chaudhry,1-2 Years,26-35,Consumer,United States,Columbus,Ohio,43215.0,East,Online,Cash on Delivery,No,TEC-CO-3003,Technology,Copiers,Laser Copier,5500.0,10,0.05,742.67
678,CA-2023-100677,2023-03-08,2023-03-14,Standard Class,Medium,CUST-2036,Hassaan Chaudhry,3-5 Years,46-60,Consumer,United States,New York City,New York,10001.0,East,Online,Cash on Delivery,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,60.85,4,0.05,15.51
679,CA-2023-100678,2023-08-21,2023-08-24,Second Class,Critical,CUST-5131,Hassaan Hassan,1-2 Years,26-35,Corporate,United States,Portland,Oregon,97201.0,West,Online,Bank Transfer,No,TEC-CO-3003,Technology,Copiers,Laser Copier,5500.0,5,0.1,1033.72
680,CA-2023-100679,2023-04-19,2023-04-26,First Class,High,CUST-3148,Hina Siddiqui,5+ Years,26-35,Consumer,United States,Charlotte,North Carolina,28201.0,South,Online,Credit Card,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,230.76,5,0.0,37.57
681,CA-2023-100680,2023-04-21,2023-04-29,First Class,High,CUST-6457,Fatima Rana,1-2 Years,36-45,Consumer,United States,Chicago,Illinois,60601.0,Central,Corporate Portal,Credit Card,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,1115.71,5,0.2,157.59
682,CA-2023-100681,2023-08-16,2023-08-19,Same Day,Low,CUST-7079,Ahmed Butt,3-5 Years,26-35,Home Office,United States,New York City,New York,10001.0,East,Corporate Portal,Credit Card,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,688.32,4,0.1,40.9
683,CA-2023-100682,2023-04-21,2023-05-01,Second Class,High,CUST-3430,Ammar Qureshi,3-5 Years,26-35,Home Office,United States,Charlotte,North Carolina,28201.0,South,Retail Store,Cash on Delivery,No,OFF-AR-2004,Office Supplies,Art,Marker Set,33.17,3,0.15,-0.01
684,CA-2023-100683,2023-02-03,2023-02-05,First Class,High,CUST-2879,Noor Attari,3-5 Years,46-60,Consumer,United States,San Francisco,California,94102.0,West,Online,PayPal,Yes,TEC-CO-3003,Technology,Copiers,Laser Copier,1108.29,1,0.15,-91.44
685,CA-2024-100684,2024-09-14,2024-09-16,Second Class,Medium,CUST-8542,Ammar Chaudhry,New,46-60,Home Office,United States,New York City,New York,10001.0,East,Retail Store,Bank Transfer,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,85.17,1,0.0,22.18
686,CA-2025-100685,2025-01-17,2025-01-19,First Class,Medium,CUST-3011,Hassaan Hassan,New,46-60,Corporate,United States,Charlotte,North Carolina,28201.0,South,Retail Store,Bank Transfer,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,77.09,3,0.1,9.2
687,CA-2024-100686,2024-08-17,2024-08-24,Same Day,Medium,CUST-4373,Noor Attari,1-2 Years,26-35,Consumer,United States,New York City,New York,10001.0,East,Online,Credit Card,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,65.06,2,0.3,-7.91
688,CA-2024-100687,2024-02-29,2024-03-05,Standard Class,High,CUST-8357,Mariam Siddiqui,3-5 Years,60+,Home Office,United States,Phoenix,Arizona,85001.0,West,Partner Reseller,Bank Transfer,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,1239.5,3,0.2,45.63
689,CA-2024-100688,2024-09-04,2024-09-06,First Class,Medium,CUST-2289,Mariam Siddiqui,New,26-35,Home Office,United States,Portland,Oregon,97201.0,West,Corporate Portal,PayPal,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,553.09,1,0.3,32.22
690,CA-2024-100689,2024-11-22,2024-11-26,Same Day,High,CUST-2447,Ayesha Siddiqui,5+ Years,26-35,Consumer,United States,San Francisco,California,94102.0,West,Retail Store,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,1378.03,6,0.2,46.37
691,CA-2023-100690,2023-11-11,2023-11-16,Standard Class,Medium,CUST-4199,Hassaan Attari,New,26-35,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Online,Credit Card,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,5500.0,7,0.0,238.99
692,CA-2025-100691,2025-05-26,2025-05-27,Same Day,Medium,CUST-7381,Noor Khan,New,36-45,Home Office,United States,Miami,Florida,33101.0,South,Retail Store,Bank Transfer,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,73.59,9,0.0,18.13
693,CA-2024-100692,2024-10-23,2024-10-30,Same Day,High,CUST-8522,Fatima Rana,New,18-25,Corporate,United States,Atlanta,Georgia,30301.0,South,Corporate Portal,Credit Card,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,257.68,4,0.1,10.51
694,CA-2023-100693,2023-10-04,2023-10-10,Standard Class,Low,CUST-7059,Danish Rauf,1-2 Years,36-45,Home Office,United States,New York City,New York,10001.0,East,Online,Cash on Delivery,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,427.68,5,0.05,20.34
695,CA-2024-100694,2024-09-15,2024-09-19,Standard Class,Medium,CUST-4183,Faraha Ahmed,5+ Years,46-60,Home Office,United States,Los Angeles,California,90001.0,West,Corporate Portal,Credit Card,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,5500.0,7,0.0,-147.87
696,CA-2024-100695,2024-05-30,2024-06-08,Same Day,Critical,CUST-6462,Ayesha Ahmed,New,26-35,Consumer,United States,Miami,Florida,33101.0,South,Online,Cash on Delivery,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,32.99,3,0.2,4.34
697,CA-2025-100696,2025-04-22,2025-04-25,Second Class,High,CUST-4216,Faraha Khan,1-2 Years,36-45,Corporate,United States,Columbus,Ohio,43215.0,East,Retail Store,Credit Card,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,999.52,2,0.05,153.85
698,CA-2023-100697,2023-12-16,2023-12-26,Standard Class,Medium,CUST-4136,Ahmed Ahmed,New,26-35,Consumer,United States,Atlanta,Georgia,30301.0,South,Retail Store,Credit Card,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,1083.82,9,0.05,-5.07
699,CA-2025-100698,2025-04-02,2025-04-07,First Class,Medium,CUST-4318,Mariam Qureshi,3-5 Years,26-35,Consumer,United States,Minneapolis,Minnesota,55401.0,Central,Retail Store,Bank Transfer,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,346.17,4,0.25,-52.21
700,CA-2025-100699,2025-01-28,2025-02-02,First Class,Medium,CUST-3782,Danish Rauf,New,26-35,Home Office,United States,Charlotte,North Carolina,28201.0,South,Corporate Portal,PayPal,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,1856.52,4,0.25,74.4
701,CA-2025-100700,2025-06-17,2025-06-19,Second Class,High,CUST-8657,Mariam Nawaz,1-2 Years,36-45,Consumer,United States,San Francisco,California,94102.0,West,Online,Bank Transfer,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,12.95,2,0.05,1.08
702,CA-2023-100701,2023-08-31,2023-09-07,First Class,Medium,CUST-5920,Abdullah Ahmed,3-5 Years,26-35,Home Office,United States,Richmond,Virginia,23219.0,South,Online,Credit Card,No,TEC-CO-3003,Technology,Copiers,Laser Copier,1298.6,1,0.25,15.22
703,CA-2024-100702,2024-06-26,2024-06-29,Second Class,Medium,CUST-7324,Ammar Qureshi,1-2 Years,46-60,Corporate,United States,Chicago,Illinois,60601.0,Central,Retail Store,Credit Card,No,OFF-AR-2004,Office Supplies,Art,Marker Set,14.65,7,0.25,3.11
704,CA-2025-100703,2025-11-29,2025-12-01,Second Class,Low,CUST-7327,Sara Rana,New,60+,Home Office,United States,Minneapolis,Minnesota,55401.0,Central,Online,Bank Transfer,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,96.8,5,0.05,21.84
705,CA-2023-100704,2023-08-17,2023-08-18,Second Class,High,CUST-9417,Faraha Khan,New,60+,Corporate,United States,Columbus,Ohio,43215.0,East,Online,Credit Card,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,998.82,2,0.0,-16.17
706,CA-2024-100705,2024-07-01,2024-07-05,Standard Class,High,CUST-1776,Ayesha Ahmed,3-5 Years,26-35,Consumer,United States,Chicago,Illinois,60601.0,Central,Online,Credit Card,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,271.4,2,0.0,44.74
707,CA-2025-100706,2025-07-08,2025-07-12,Standard Class,Critical,CUST-6208,Hassaan Hassan,3-5 Years,18-25,Home Office,United States,New York City,New York,10001.0,East,Online,Bank Transfer,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,445.88,4,0.1,62.8
708,CA-2023-100707,2023-01-06,2023-01-11,Second Class,Medium,CUST-1687,Danish Rauf,5+ Years,26-35,Consumer,United States,Seattle,Washington,98101.0,West,Retail Store,Credit Card,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,99.53,4,0.05,-5.89
709,CA-2024-100708,2024-04-12,2024-04-19,Second Class,High,CUST-1529,Hassaan Chaudhry,3-5 Years,36-45,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Retail Store,Credit Card,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,4548.37,2,0.4,-109.05
710,CA-2023-100709,2023-03-16,2023-03-17,Same Day,Medium,CUST-6067,Abdullah Ahmed,5+ Years,60+,Home Office,United States,Charlotte,North Carolina,28201.0,South,Online,Credit Card,No,TEC-CO-3003,Technology,Copiers,Laser Copier,4287.02,7,0.2,-245.69
711,CA-2023-100710,2023-01-04,2023-01-10,Standard Class,Medium,CUST-9080,Faraha Butt,1-2 Years,46-60,Corporate,United States,Houston,Texas,77001.0,Central,Online,Cash on Delivery,No,TEC-MA-3004,Technology,Machines,Document Scanner,714.1,1,0.2,138.36
712,CA-2024-100711,2024-10-07,2024-10-09,Standard Class,High,CUST-6518,Fatima Rana,1-2 Years,36-45,Corporate,United States,Boston,Massachusetts,2108.0,East,Online,Credit Card,No,OFF-AR-2004,Office Supplies,Art,Marker Set,73.98,3,0.3,8.83
713,CA-2023-100712,2023-04-28,2023-05-05,First Class,Medium,CUST-3153,Hamza Attari,New,18-25,Corporate,United States,Miami,Florida,33101.0,South,Online,Cash on Delivery,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,18.9,5,0.25,4.03
714,CA-2025-100713,2025-05-30,2025-06-05,Second Class,Medium,CUST-7094,Ahmed Butt,1-2 Years,46-60,Home Office,United States,Newark,New Jersey,7102.0,East,Online,Credit Card,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,100.55,2,0.05,-1.7
715,CA-2024-100714,2024-05-18,2024-05-22,First Class,High,CUST-7974,Noor Iqbal,3-5 Years,26-35,Home Office,United States,Richmond,Virginia,23219.0,South,Online,PayPal,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,513.18,7,0.0,41.22
716,CA-2025-100715,2025-08-04,2025-08-09,Standard Class,Medium,CUST-5774,Ahmed Siddiqui,3-5 Years,18-25,Consumer,United States,Los Angeles,California,90001.0,West,Retail Store,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,2059.3,6,0.2,332.4
717,CA-2024-100716,2024-07-27,2024-07-30,First Class,Low,CUST-8692,Mariam Qureshi,New,46-60,Consumer,United States,New York City,New York,10001.0,East,Retail Store,Bank Transfer,Yes,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,288.02,6,0.05,-7.6
718,CA-2023-100717,2023-07-13,2023-07-17,Same Day,Medium,CUST-4103,Ayesha Siddiqui,1-2 Years,36-45,Consumer,United States,San Francisco,California,94102.0,West,Online,PayPal,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,408.62,1,0.1,41.97
719,CA-2025-100718,2025-04-26,2025-05-02,First Class,Medium,CUST-3440,Noor Azeem,3-5 Years,18-25,Home Office,United States,Minneapolis,Minnesota,55401.0,Central,Retail Store,PayPal,No,OFF-AR-2004,Office Supplies,Art,Marker Set,7.86,1,0.15,1.21
720,CA-2024-100719,2024-12-15,2024-12-19,First Class,High,CUST-5135,Abdullah Hassan,1-2 Years,26-35,Consumer,United States,Nashville,Tennessee,37201.0,South,Corporate Portal,PayPal,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,69.75,2,0.25,5.94
721,CA-2025-100720,2025-11-15,2025-11-18,First Class,Medium,CUST-8124,Omar Sheikh,New,18-25,Home Office,United States,Atlanta,Georgia,30301.0,South,Online,PayPal,Yes,FUR-TA-1002,Furniture,Tables,Executive Conference Table,402.22,4,0.05,-42.16
722,CA-2023-100721,2023-06-22,2023-06-26,Second Class,High,CUST-6201,Mariam Siddiqui,3-5 Years,36-45,Home Office,United States,Phoenix,Arizona,85001.0,West,Online,Credit Card,No,TEC-CO-3003,Technology,Copiers,Laser Copier,5500.0,6,0.2,489.48
723,CA-2023-100722,2023-11-22,2023-11-28,Second Class,Low,CUST-1844,Zain Siddiqui,New,26-35,Home Office,United States,Nashville,Tennessee,37201.0,South,Retail Store,Bank Transfer,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,702.57,7,0.0,56.59
724,CA-2025-100723,2025-04-15,2025-04-18,Same Day,Medium,CUST-1446,Fatima Iqbal,5+ Years,46-60,Corporate,United States,Columbus,Ohio,43215.0,East,Online,Bank Transfer,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,110.88,5,0.15,4.78
725,CA-2024-100724,2024-12-24,2024-12-26,First Class,Medium,CUST-4915,Danish Hassan,5+ Years,26-35,Home Office,United States,Seattle,Washington,98101.0,West,Retail Store,PayPal,No,OFF-AR-2004,Office Supplies,Art,Marker Set,88.93,9,0.0,10.53
726,CA-2023-100725,2023-08-13,2023-08-18,Standard Class,High,CUST-4109,Hina Butt,1-2 Years,26-35,Corporate,United States,Charlotte,North Carolina,28201.0,South,Corporate Portal,Credit Card,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,212.16,6,0.25,1.91
727,CA-2024-100726,2024-06-15,2024-06-21,Second Class,Medium,CUST-2234,Mariam Siddiqui,1-2 Years,18-25,Home Office,United States,Phoenix,Arizona,85001.0,West,Online,Cash on Delivery,No,TEC-CO-3003,Technology,Copiers,Laser Copier,3114.08,2,0.0,582.15
728,CA-2023-100727,2023-04-23,2023-04-25,Standard Class,High,CUST-7587,Iqra Butt,3-5 Years,26-35,Home Office,United States,Los Angeles,California,90001.0,West,Retail Store,Bank Transfer,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,230.94,2,0.2,-20.55
729,CA-2023-100728,2023-05-20,2023-05-22,Same Day,Medium,CUST-1226,Ayesha Siddiqui,1-2 Years,36-45,Consumer,United States,Detroit,Michigan,48201.0,Central,Retail Store,Bank Transfer,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,30.09,5,0.0,6.59
730,CA-2024-100729,2024-07-12,2024-07-14,Standard Class,Critical,CUST-5143,Bilal Rauf,New,36-45,Home Office,United States,Los Angeles,California,90001.0,West,Online,Credit Card,No,OFF-AR-2004,Office Supplies,Art,Marker Set,46.14,2,0.0,7.57
731,CA-2023-100730,2023-01-01,2023-01-04,Same Day,High,CUST-8185,Abdullah Qureshi,5+ Years,26-35,Home Office,United States,Nashville,Tennessee,37201.0,South,Online,Credit Card,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,174.85,1,0.1,19.45
732,CA-2023-100731,2023-03-31,2023-04-04,Second Class,High,CUST-6558,Hamza Hassan,1-2 Years,36-45,Home Office,United States,Columbus,Ohio,43215.0,East,Corporate Portal,PayPal,No,TEC-CO-3003,Technology,Copiers,Laser Copier,867.59,4,0.05,159.73
733,CA-2024-100732,2024-10-15,2024-10-21,Same Day,High,CUST-1186,Iqra Butt,New,46-60,Home Office,United States,Los Angeles,California,90001.0,West,Partner Reseller,Bank Transfer,No,OFF-AR-2004,Office Supplies,Art,Marker Set,28.26,7,0.0,1.18
734,CA-2023-100733,2023-11-16,2023-11-21,First Class,Medium,CUST-3535,Faraha Attari,1-2 Years,26-35,Corporate,United States,Minneapolis,Minnesota,55401.0,Central,Corporate Portal,Cash on Delivery,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,76.04,1,0.05,-1.62
735,CA-2023-100734,2023-05-19,2023-05-24,Standard Class,High,CUST-2932,Hassaan Chaudhry,New,18-25,Consumer,United States,New York City,New York,10001.0,East,Corporate Portal,PayPal,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,165.18,6,0.2,-0.78
736,CA-2025-100735,2025-04-24,2025-04-27,First Class,Medium,CUST-3032,Hamza Attari,New,26-35,Corporate,United States,New York City,New York,10001.0,East,Online,Bank Transfer,No,OFF-AR-2004,Office Supplies,Art,Marker Set,51.73,7,0.15,2.67
737,CA-2023-100736,2023-09-16,2023-09-23,First Class,Low,CUST-2252,Iqra Butt,1-2 Years,36-45,Home Office,United States,Detroit,Michigan,48201.0,Central,Online,PayPal,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,234.14,3,0.0,21.38
738,CA-2025-100737,2025-06-20,2025-06-24,Standard Class,Medium,CUST-6509,Rehan Azeem,1-2 Years,18-25,Consumer,United States,St. Louis,Missouri,63101.0,Central,Online,Bank Transfer,No,TEC-CO-3003,Technology,Copiers,Laser Copier,537.17,1,0.2,63.18
739,CA-2024-100738,2024-11-20,2024-11-29,Standard Class,Medium,CUST-6074,Rehan Azeem,1-2 Years,26-35,Consumer,United States,Phoenix,Arizona,85001.0,West,Online,Bank Transfer,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,289.85,2,0.0,-7.39
740,CA-2023-100739,2023-01-10,2023-01-15,Same Day,Medium,CUST-2881,Abdullah Qureshi,5+ Years,36-45,Home Office,United States,Charlotte,North Carolina,28201.0,South,Corporate Portal,Credit Card,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,20.62,5,0.1,1.68
741,CA-2023-100740,2023-09-18,2023-09-20,Same Day,Medium,CUST-1269,Abdullah Rauf,3-5 Years,60+,Consumer,United States,Phoenix,Arizona,85001.0,West,Partner Reseller,Credit Card,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,201.2,6,0.0,12.99
742,CA-2023-100741,2023-06-21,2023-06-26,Second Class,Medium,CUST-2630,Danish Rauf,New,26-35,Home Office,United States,Boston,Massachusetts,2108.0,East,Corporate Portal,PayPal,Yes,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,214.26,8,0.1,-78.15
743,CA-2025-100742,2025-06-16,2025-06-19,Second Class,Medium,CUST-5405,Hassaan Hassan,New,26-35,Home Office,United States,Houston,Texas,77001.0,Central,Retail Store,PayPal,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,27.5,4,0.0,10.34
744,CA-2023-100743,2023-01-13,2023-01-18,Standard Class,Low,CUST-7139,Mariam Qureshi,3-5 Years,36-45,Consumer,United States,Newark,New Jersey,7102.0,East,Online,Credit Card,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,43.7,1,0.4,-4.45
745,CA-2023-100744,2023-11-17,2023-11-18,Second Class,Critical,CUST-2574,Fatima Khan,3-5 Years,26-35,Consumer,United States,Detroit,Michigan,48201.0,Central,Online,Credit Card,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,41.61,1,0.05,2.06
746,CA-2023-100745,2023-11-25,2023-11-27,Standard Class,Critical,CUST-2695,Omar Sheikh,5+ Years,26-35,Home Office,United States,Columbus,Ohio,43215.0,East,Online,Bank Transfer,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,271.96,6,0.0,-7.54
747,CA-2025-100746,2025-02-23,2025-03-02,Standard Class,Critical,CUST-4258,Sara Rauf,3-5 Years,36-45,Home Office,United States,Philadelphia,Pennsylvania,19104.0,East,Retail Store,Credit Card,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,82.94,2,0.0,3.77
